passage,predicted_words,ground_truth,precision,recall,f1,raw_output
"new scientist magazine , scientific firsts : print of wright flyer in france 1907","{'wright flyer', 'etc.', 'magazine', 'illustrations', 'stories'}","{'firsts', 'scientist', 'flyer', 'wright', 'france'}",0.0,0.0,0.0,"magazine — a publication that is published at regular intervals and contains articles, stories, illustrations, etc., on various subjects.
Wright Flyer — the first powered aircraft flown by Orville and Wilbur Wright in December 1903."
"newly elected wfl president chris hemmeter was determined to impose a measure of financial sanity on the league . among other things , he insisted that all potential owners establish a $ 650 @,@ 000 line of credit with the league . putnam tried to find more local investors to meet this requirement , but there were few takers .","{'insistence', 'persistence.'}","{'impose', 'potential', 'investors', 'sanity', 'league', 'requirement', 'credit', 'establish', 'takers', 'putnam', 'insisted'}",0.0,0.0,0.0,insistence — an act or instance of demanding something firmly and repeatedly; persistence.
"nine communities were established in the creek 's watershed as it was developed in the 20th century . by 2001 seven of them had become cities ( from mouth to source , laguna beach , laguna niguel , aliso viejo , laguna hills , laguna woods , lake forest , and mission viejo ) , and the last two , foothill ranch and portola hills , were incorporated into the city of lake forest in 2000 . the largest urban area in the basin is in the middle , where interstate 5 bisects the watershed east to west . the northern boundary of this urban area stretches a little beyond california state route 241 and the southern boundary is near california state route 73 in the south . this area consists primarily of lake forest , laguna woods , and laguna hills .","{'community', 'laguna beach', 'california.', 'lake forest', 'watershed', 'urban area', 'incorporated', 'california'}","{'urban', 'source', 'watershed', 'basin', 'incorporated', 'interstate', 'primarily', 'boundary', 'stretch', 'bisects'}",0.25,0.2,0.22222222222222224,"incorporated — officially recognized or approved; accepted for official use or recognition, especially after passing certain requirements or procedures.
community — a group of people living in the same place or having a particular characteristic in common.
urban area — an area characterized by high population density and concentrated buildings and infrastructure within relatively limited space.
watershed — an area of land that drains to a specific body of water.
Laguna Beach — a coastal city in Orange County, California.
Lake Forest — a city located in southeastern Orange County, California"
"nissan introduced its first battery electric vehicle , the nissan altra at the los angeles international auto show on 29 december 1997 . the altra ev was produced between 1998 and 2002 , only about 200 vehicles were ever produced , and it was mainly used as a fleet vehicle for companies such as electric utilities . nissan also developed the nissan hypermini , ran a demonstration program and sold limited numbers for government and corporate fleets in japan between 1999 and 2001 . a small fleet of hyperminis was also field tested in several cities in california between 2001 and 2005 .","{'gas', 'water', 'utility'}","{'limited numbers', 'hypermini', 'corporate fleets', 'demonstration program', 'altra', 'battery electric vehicle', 'field tested', 'international auto show', 'fleet vehicle', 'electric utilities', 'fleet'}",0.0,0.0,0.0,"utility — a company that provides essential services like electricity, gas, water, or telecommunications to customers."
"no . they can 't be . the characters have different issues , different problems , different feelings about them . while i don 't think they 'll be as varied , the example that i continually give is that i cannot think of two films that are more different in tone than the winter soldier and guardians of the galaxy . and yet , if you watch them back to back , they feel very marvel .",{'guardians'},"{'characters', 'assortment', 'issues', 'guardians', 'marvel', 'varied', 'tone', 'continually', 'feelings', 'back to back'}",1.0,0.1,0.18181818181818182,"guardians — protectors or defenders, often referring to a group of superheroes in Marvel Comics."
"no batsman scored more than 33 in england 's first innings , as the four quick bowlers shared cheap wickets . in reply , west indies piled up 384 / 7 , again without a century , in a team effort down to and including man @-@ of @-@ the @-@ match marshall , who scored 43 * batting at number eight .","{'marshall', 'batting order', 'century', 'wicket', 'man-of-the-match'}","{'innings', 'piled up', 'batsman', 'bowlers', 'effort', 'wickets', 'century', 'man of the match', 'match', 'batting', 'number eight'}",0.4,0.18181818181818182,0.25000000000000006,"century — A score of 100 runs by a batsman in cricket, or any other achievement reaching that milestone.
Marshall — referring to Courtney Walsh, former West Indies cricketer known for his fast bowling skills.
batting order — The sequence in which players bat during an innings in cricket.
man-of-the-match — An award given to the player considered to have had the most significant impact on the game.
wicket — In cricket, the dismissal of a batsman"
"no doubt – production ( tracks 2 , 3 , 6 – 8 , 10 , 15 , 16 )","{'etc.', 'probable', 'doubt'}","{'conviction', '16', 'individual', 'quantities', '2', 'manufacturing', 'tracks', '3', '6-8', '15', 'production', 'album', 'pieces', 'compositions', '10', 'process', 'doubt'}",0.3333333333333333,0.058823529411764705,0.1,"doubt — lack of certainty or confidence; uncertainty about something that is true, probable, etc.; a feeling of disbelief or mistrust toward someone or something."
"no land mammals are known to be native to north island , but the australian sea lion ( neophoca cinerea ) occasionally hauls out on the island 's beaches , and it has been suggested that the island once had a native population of tammar wallaby ( macropus eugenii ) .","{'tammar', 'wallaby', 'native', 'sea lion', 'mammal', 'indigenous.'}","{'hauls out', 'native population', 'mammals', 'suggested', 'beaches', 'native', 'australian sea lion', 'macropus eugenii', 'population', 'tammar wallaby'}",0.3333333333333333,0.2,0.25,"native — belonging or originating naturally; indigenous.
mammal — an animal characterized by having hair, milk-producing mammary glands, and warm blood.
sea lion — any of various marine carnivorous pinnipeds resembling seals but with forelimbs modified for swimming.
wallaby — any of several small kangaroos found mainly in Australia and New Guinea.
tammar — referring specifically to the Tasmanian pademelon or Bennett's wallaby."
"noise music ( also referred to simply as noise ) has been represented by many genres during the 20th century and subsequently . some of its proponents reject the attempt to classify it as a single overall genre , preferring to call noise music a non @-@ genre , an aesthetic , or a collection of genres . even among those who regard it as a genre , its scope is unclear . some commentators use the phrase "" noise music "" ( or "" noise "" ) to refer specifically to japanese noise music , while others instead use the term japanoise .","{'aesthetic', 'commentators', 'art', 'subsequent', 'scope', 'non-genre'}","{'subsequently', 'classify', 'reject', 'non @-@ genre', 'proponents', 'commentators', 'aesthetic', 'scope', 'genre', 'japanoise'}",0.5,0.3,0.37499999999999994,"subsequent — following in time; coming after something else.
aesthetic — relating to beauty, art, or taste.
commentators — people who make comments about something.
non-genre — not belonging to any specific musical genre.
scope — range or extent of something."
"nolan was played by david hemmings in the 1968 film the charge of the light brigade . in the film nolan is portrayed as a haughty , glory @-@ hungry officer , but also a "" symbol of youth , energy and professionalism ... desperate ... to reform the army "" .","{'portrayal', 'haughty', 'skill', 'professionalism'}","{'charge', 'reform', 'hungry', 'professionalism', 'desperate', 'brigade', 'portrayed', 'energy', 'glory', 'haughty', 'glory-hungry', 'symbol', 'renown'}",0.5,0.15384615384615385,0.23529411764705882,"haughty — arrogant or disdainful, often in an overly confident manner.
portrayal — representation or depiction of someone or something.
professionalism — competence, skill, and good judgment in one's work or profession."
"north africa , bardia 1941 , capture of tobruk , syria 1941 , damascus 1941 , dimas , damour , greece 1941 , mount olympus , tempe gorge , south @-@ west pacific 1942 – 1945 , kokoda trail , eora creek – templeton 's crossing ii , oivi – gorari , buna – gona and sanananda road .","{'dimas', 'damoure', 'eora creek', 'oivi', 'f', 'kokoda trail'}","{'dimas', 'tempe gorge', 'sanananda road', 'damascus', 'sanananda', 'tobruk', 'damour', 'eora creek', 'mount olympus', 'gorari', 'kokoda trail', 'bardia'}",0.5,0.25,0.3333333333333333,"Eora Creek — A river located in Papua New Guinea, known for its significance during World War II battles.
Damoure — A village in Lebanon that was significant during World War I battles.
Dimas — A town in Syria known for historical events like the Battle of Dimas.
Kokoda Trail — A historic track in Papua New Guinea where important WWII battles took place.
OIVI — An acronym possibly referring to an area or battle location in Papua New Guinea.
F"
"north korean mortar fire fell on the men there , and then t @-@ 34 tanks appeared at the bend in the road and opened fire with their main cannons and machine guns as they approached . north korean infantry followed the tanks . although the two rifle companies stopped the north korean infantry , the tanks penetrated their positions and fired into the battalion command post which was behind b company . this tank fire destroyed several vehicles and killed the medical officer . a company commander knocked out one tank but was injured in the process .","{'commanded', 'penetrated', 't-34', 'battalion', 'directed', 'medical officer', 'control'}","{'cannons', 'knocked out', 'infantry', 'mortar', 'penetrated', 'portable', 'turret', '@-@', 'commander', 'battalion', 'injured', 'command post', 'tanks'}",0.2857142857142857,0.15384615384615385,0.2,"battalion — a large body of troops organized for battle; a group of soldiers under a single commander or leader.
commanded — to have authority over, control, or direct something or someone.
directed — guided or controlled the actions of (someone) so that they did what you wanted them to do.
medical officer — a doctor who is responsible for the health care of military personnel.
penetrated — to pass through or enter something by force.
t-34 — a type of Soviet medium tank used during World War II"
note : flags indicate national team as defined under fifa eligibility rules . players may hold more than one non @-@ fifa nationality .,"{'held', 'characteristic.', 'nationality', 'possession', 'typical'}","{'flags', '@-@', 'non-fifa', 'fifa', 'indicate', 'team', 'national team', 'nationality', 'hold', 'players', 'defined', 'eligibility'}",0.2,0.08333333333333333,0.11764705882352941,"held — to have or possess something, typically for a period of time.
nationality — the status of being a citizen of a particular country.
possession — ownership or control over something.
typical — common or usual; characteristic."
"now outside parliament , odlum maintained his presence in the public eye through meetings and the work of his newspaper , the crusader . his revenge over the labour party finally occurred during the 1987 general election , when the plp split the vote and denied his old allies victory . in 1995 he accepted the position of ambassador to the united nations from compton , his old enemy , holding it for only a year . when compton resigned in 1996 , odlum chose to stand for election against his successor and lost the contest .","{'odlum', 'plp', 'revenge', 'ambassador', 'crusader', 'compton'}","{'allies', 'successor', 'odlum', 'resigned', 'plp', 'maintained', 'revenge', 'ambassador', 'presence', 'crusader', 'compton', 'contest', 'contes'}",1.0,0.46153846153846156,0.631578947368421,"ambassador — an official representing a country, especially at foreign court or international conference.
compton — unspecified individual's name.
crusader — a person who fights for a cause or principle; a champion.
odlum — unspecified individual's name.
plp — abbreviation for Progressive Labour Party, a political party in Antigua and Barbuda.
revenge — the action of getting back at someone for a past injury or wrong done to oneself or one's interests."
"numerous types of more or less modern smoothbore guns and rifles were imported , from countries as varied as france , germany , the netherlands , britain , or the united states , and coexisted with traditional types such as the tanegashima matchlock .",{'coexist'},"{'barrel', 'imported', 'rifles', 'netherlands', 'matchlock', 'tanegashima', 'firearm', 'coexisted', 'varied', 'smoothbore', 'traditional', 'ignition'}",0.0,0.0,0.0,"coexist — to exist together at the same time, especially in a harmonious way despite differences or conflicts."
"numismatic author dean albanese considers the legend that washington provided the gold for the first 400 eagles to be improbable ; holding $ 4 @,@ 000 in coin would have tied up much of washington 's capital in unproductive cash . albanese suggests that as many surviving 1795 eagles are found with little wear , washington may have had the government purchase pieces to give to dignitaries . by some reports , one eagle was presented to washington , though whether it was from this first coinage is uncertain .","{'numismatist', 'eagle', 'productive', 'washington'}","{'numismatic', 'uncertain', 'dignitaries', 'improbable', 'eagles', 'coinage', 'capital', 'surviving', 'albanese', 'unproductive'}",0.25,0.1,0.14285714285714288,"numismatist — a person who studies or collects coins and currency.
eagle — a type of United States gold coin worth $10.
Washington — referring to George Washington, the first President of the United States.
productive — capable of producing something useful or valuable."
"nutrition facts are posted on the company 's website . as with most pasta @-@ based dishes , the company 's noodles dishes are high in carbohydrates , with regular @-@ sized dishes containing 80 – 150 grams of carbohydrates per serving ( the company 's salads and sandwiches tend to be lower in carbohydrates ) . many of the regular @-@ sized pasta dishes exceed 1 @,@ 000 calories , but smaller portions with under 500 calories are available for some dishes . noodles and company offers dishes made with gluten @-@ free and vegan ingredients , but warns that cross @-@ contamination may occur .","{'portion', 'carbohydrates', 'sandwich', 'etc.', 'hydrogen', 'vitamins', 'salads', 'minerals', 'nutrients'}","{'carbohydrates', 'exceed', 'calories', 'sized', 'dishes', 'portions', 'contamination', 'ingredients', 'gluten-free', 'cross-contamination', 'vegan', 'noodles', 'nutrition'}",0.2222222222222222,0.15384615384615385,0.18181818181818185,"portion — a part or share of something; especially food served at one time.
carbohydrates — organic compounds consisting mainly of carbon, hydrogen, and oxygen atoms bonded together in chains or rings.
nutrients — substances such as proteins, vitamins, minerals, etc., required by living organisms for growth and maintenance.
salads — a dish composed primarily of pieces of salad vegetables and other edible items mixed with dressing.
sandwich — two or more slices of bread with various fillings"
"ny 111 begins at an intersection with ny 27a ( main street ) in the town of islip . the route proceeds north through the hamlet of islip along the two @-@ lane islip avenue , passing through a short residential stretch ahead of an intersection with cr 50 ( union boulevard ) . ny 111 soon crosses the nearby montauk branch of the long island rail road just east of the islip station , from where it continues north past various businesses and residences . as the road heads northward , it intersects with bittermint street , a connector to ny 27 ( sunrise highway ) eastbound . after crossing over ny 27 , the route intersects with a ramp serving the westbound lanes and islip boulevard , which connects ny 27 westbound to ny 111 .","{'etc.', 'structure', 'connector'}","{'intersect', 'boulevard', 'connector', 'residential', '@-@', 'ramp', 'intersection', 'westbound', 'hamlet', 'eastbound', 'residences', 'lane', 'branch'}",0.3333333333333333,0.07692307692307693,0.125,"connector — something that joins or links together parts or sections of a system, structure, etc."
"ny 251 continues across open fields to the densely populated hamlet of mendon , where it has a junction with ny 64 in the center of the community . east of the junction , ny 251 becomes victor – mendon road as it heads out of mendon . about 0 @. @ 5 miles ( 0 @. @ 8 km ) from ny 64 , the open surroundings return as the route crosses into the ontario county town of victor .","{'usa.', 'mendon'}","{'crosses', 'junction', 'county', 'settlement', 'route', 'heading', 'hamlet', 'ontario', 'surroundings', 'densely'}",0.0,0.0,0.0,"mendon — a location or place name, likely referring to a specific area or town named Mendon in New York state, USA."
"obesity is a medical condition in which excess body fat has accumulated to the extent that it may have an adverse effect on health . it is defined by body mass index ( bmi ) and further evaluated in terms of fat distribution via the waist – hip ratio and total cardiovascular risk factors . bmi is closely related to both percentage body fat and total body fat . in children , a healthy weight varies with age and sex . obesity in children and adolescents is defined not as an absolute number but in relation to a historical normal group , such that obesity is a bmi greater than the 95th percentile .","{'evaluate', 'bmi', 'detrimental.', 'cardiovascular', 'fat distribution', 'healthcare system', 'adverse', 'excess', 'healthcare professionals'}","{'waist-hip ratio', 'mass index (bmi)', 'absolute number', 'percentile', 'cardiovascular', 'percentage body fat', 'fat distribution', 'adverse', 'adolescents', 'obesity'}",0.3333333333333333,0.3,0.3157894736842105,"adverse — harmful or unfavorable; detrimental.
bmi — Body Mass Index, a measure used to determine if someone's weight is within a healthy range based on height.
cardiovascular — relating to the heart and blood vessels.
excess — more than necessary or appropriate amount.
evaluate — assess or judge the value of something.
fat distribution — where fat is stored in the body.
healthcare professionals — individuals trained and licensed to provide medical care.
healthcare system — organizations and institutions"
"obst , e. ( 1914 ) . der feldzug des xerxes . leipzig",{'fieldzug'},"{'feldzug', 'leipzig', 'obst', 'xerxes'}",0.0,0.0,0.0,"fieldzug — The Battle of Fields, a historical event or battle campaign led by Xerxes I of Persia against the Greeks during the Greco-Persian Wars."
"obtaining a licence was put into further jeopardy because he had collected eight recorded misdoings with the police during his youth . in 1960 , he received his first car , a volkswagen beetle , through his parents ' spice mill company in mainz . his interest in motorsport was really sparked when he visited the 1961 german grand prix at the nürburgring with school friends , including fellow future formula one driver helmut marko . in the same year , rindt 's idol , the german wolfgang von trips , died in an accident at the 1961 italian grand prix . however , rindt still opted to go into the sport and started racing touring cars around that time .","{'spice mill company', 'germany.', 'nürburgring', 'misdoings', 'offenses.'}","{'spice mill', 'idol', 'grand prix', 'touring cars', 'opted', 'jeopardy', 'accident', 'motorsport', 'nürburgring', 'misdoings'}",0.4,0.2,0.26666666666666666,"Nürburgring — a famous race track located near Cologne, Germany.
misdoings — wrong or bad actions; offenses.
spice mill company — a business involved in processing and selling spices."
"ochs was personally invited by john lennon to sing at a large benefit at the university of michigan in december 1971 on behalf of john sinclair , an activist poet who had been arrested on minor drug charges and given a severe sentence . ochs performed at the john sinclair freedom rally along with stevie wonder , allen ginsberg , david peel , abbie hoffman and many others . the rally culminated with lennon and yoko ono , who were making their first public performance in the united states since the breakup of the beatles .","{'ono', 'g', 'ochs', 'perform', 'culminate', 'rally', 'arrest'}","{'poet', 'activist', 'culminated', 'severe', 'breakup', 'charges', 'arrested', 'rally', 'minor', 'benefit'}",0.14285714285714285,0.1,0.11764705882352941,"arrest — take into custody, especially for a crime or offense.
culminate — reach a climax or conclusion; come together at the end of a series of events.
ochs — referring to David Ochs, American singer-songwriter known for his folk music.
ono — referring to Yoko Ono, Japanese artist and wife of John Lennon.
perform — carry out or do something, typically publicly.
rally — a meeting or demonstration called to show support for a particular cause.
G"
"ockham 's second thesis was the principle of parsimony : also known as ockham 's razor . this developed a new form of logic , based on an empiricist theory of knowledge . "" while scholastic in setting , "" as david lindberg writes , it was "" thoroughly modern in orientation . referred to as the via moderna , in opposition to the via antiqua of the earlier scholastics , it has been seen as a forerunner of a modern age of analysis . "" other , even more skeptical thinkers in the mid @-@ 14th century included john of mirecourt and nicholas of autrecourt .","{'mid-fourteenth century', ""ockham's razor"", 'empirical', 'i.e.'}","{'parsimony', 'ockham', 'empiricist', '@-@', 'skeptical', 'forerunner', 'razor', 'scholastic', 'orientation', 'modern'}",0.0,0.0,0.0,"empirical — based on observation or experience rather than theory or abstract reasoning; observable or measurable facts used as evidence in scientific research or philosophical argumentation.
Ockham's Razor — a principle that states that entities should not be multiplied unnecessarily, i.e., when making explanations or predictions about phenomena, one should prefer simpler theories over complex ones if both are equally supported by evidence.
Mid-fourteenth century — referring to the period between 1350 and 1399 AD."
"odubade impressed in the club 's fa cup run during the same season , helping the club take oxford united to a replay in november 2005 . after impressing oxford manager brian talbot in the two ties , odubade joined oxford two months later for a fee of £ 25 @,@ 000 on an 18 @-@ month contract . on joining oxford , odubade said "" it brings a tear to my eye just the thought of leaving eastbourne . but i wanted to get back into the football league and i just feel i am very lucky to have this second chance "" . in total , odubade played 40 times for eastbourne borough in all competitions , scoring 20 goals .","{'competition', 'replay', 'uncertainties', 'superiority'}","{'impressed', 'odubade', 'fa cup', 'competitions', 'league', 'replay', 'fee', 'tear', 'contract', 'manager'}",0.5,0.2,0.28571428571428575,"competition — a contest or rivalry between individuals or teams to determine superiority in a particular activity or field.
replay — a repeat performance or match due to uncertainties in the original event.
superiority — being better than others; having more power or influence.
uncertainties — doubts or questions about something that is not clear or definite."
"of the 314 personnel aboard voyager at the time of the collision , 14 officers , 67 sailors , and 1 civilian dockyard worker were killed , including stevens and all but two of the bridge team . a royal commission into the events of the collision was held in 1964 , and found that while voyager was primarily at fault for neglecting to maintain an effective lookout and awareness of the larger ship 's location , melbourne 's bridge crew was also at fault , for failing to alert voyager and not taking measures to avoid the collision . robertson was posted to the training base hmas watson — a move that he and the australian media saw as tantamount to a demotion — but resigned instead . the royal commission and its aftermath were poorly handled , and following pressure from the public , media , and politicians , combined with revelations by voyager 's former executive officer that stevens may have been unfit for command , a second royal commission was opened in 1967 . this is the only time in australian history two royal commissions have been held for a single incident .","{'voyager', 'royal commission', 'melbourne', 'stevens', 'vessel'}","{'revelations', 'awareness', 'demotion', 'neglecting', 'tantamount', 'collision', 'dockyard', 'personnel', 'commission', 'unfit'}",0.0,0.0,0.0,"vessel — a large boat or ship, especially one used for transporting goods or people.
Melbourne — a city in southeastern Australia.
Royal Commission — an official investigation conducted by a group appointed by the monarch or head of state.
stevens — refers to Captain John Stammers, commander of HMAS Melbourne.
Voyager — refers to HMAS Voyager, a destroyer in the Royal Australian Navy."
"of the major quake movie review sites , only the cineplex gave diary a good rating overall , 7 @. @ 5 out of 10 . matthews and coates rated the film 20 % , and 2 out of 10 , respectively . later , coates updated his review , saying , "" i feel i overreacted at the fact that doac was old . it 's the first ever quake movie .","{'current', 'update'}","{'ever', 'coates', 'cineplex', 'updated', 'matthews', 'doac', 'overreacted', 'diary', 'respectively', 'quake'}",0.0,0.0,0.0,"update — to make or become more recent, current, or modern; revise or amend something previously stated or published."
"of these , four people ( those working at the scrapyard ) were estimated to have received radiation doses of over 6 gray ( gy ) . all patients were ultimately referred to rajavithi hospital , where they received inpatient care . all but one of the patients developed agranulocytosis or bicytopenia ( depletion of white blood cells and / or platelets ) . several also developed burns , and one ( the first scrap collector ) had to have his finger amputated . three patients ( the two scrapyard workers and the owner 's husband ) ultimately died of uncontrolled infection and sepsis , all within two months of exposure .","{'bicytopenia', 'uncontrolled infection', 'scrapyard', 'sepsis'}","{'uncontrolled infection', 'sepsis', 'exposure', 'radiation', 'radiation doses', 'agranulocytosis', 'depletion', 'gray (gy)', 'inpatient care', 'bicytopenia', 'inpatient', 'amputated', 'scrapyard', 'uncontrolled'}",1.0,0.2857142857142857,0.4444444444444445,"bicytopenia — a condition characterized by low levels of both red and white blood cells, often caused by certain diseases or medications.
sepsis — a serious complication that arises when an infection occurs throughout the body.
scrapyard — a place for collecting discarded materials for recycling or disposal.
uncontrolled infection — an infection that is not being treated effectively or has spread rapidly without medical intervention."
"older , tougher birds require longer cooking times at lower temperatures . to compensate for this , sometimes tougher birds are simmered till tender , allowed to cool and dry , and then fried . ( this method is common in australia . ) another method is to fry the chicken pieces using a pan fried method . the chicken pieces are then simmered in liquid , usually , a gravy made in the pan that the chicken pieces were cooked in .","{'simmered', 'dry', 'pan-fried', 'tender', 'gravy'}","{'simmered', 'method', 'tougher', 'compensate', 'tender', 'pan fried', 'liquid', 'gravy'}",0.6,0.375,0.4615384615384615,"pan-fried — cooked quickly over high heat in a small amount of fat, typically in a skillet or wok.
tender — easily cut or chewed; soft and delicate.
simmered — gently boiled or heated without bringing to a full rolling boil.
dry — not wet or moist.
gravy — thick sauce made from meat juices mixed with flour or other ingredients."
oligonucleotide synthesis is carried out by a stepwise addition of nucleotide residues to the 5 ' -terminus of the growing chain until the desired sequence is assembled . each addition is referred to as a synthetic cycle ( scheme 5 ) and consists of four chemical reactions :,{'oligonucleotides'},"{'chemical reactions', 'synthesis', 'stepwise', 'assembled', 'residues', 'synthetic', 'nucleotide', 'terminus', 'cycle', 'oligonucleotide'}",0.0,0.0,0.0,"oligonucleotides — short polynucleotide molecules that are typically used for various biochemical applications, such as gene silencing or diagnostics."
"on 1 september 1965 atrash was appointed chairman of the revolutionary command council ( rcc ) , but acquired little de facto power because of the military committee 's overarching control , with atrash later remarking "" the officers let us do the talking although , as we later discovered , they had agreed beforehand ... what the decisions would be . "" the rcc played the role of parliament and atrash was its speaker . in december tensions between the national command ( loyal to aflaq and bitar ) and the regional command ( loyal to jadid and backed by the military ) grew worse as elements of the former attempted to align with military committee member muhammad umran in an effort to split the military 's support ( and according to syria expert itamar rabinovich , the alawite officers ' solid backing ) of jadid . however , atrash , along with munif al @-@ razzaz of jordan and jubran al @-@ majdalani and ali al @-@ khalil of lebanon , was a part of the group in the national command that opposed confrontation with the regional command , citing the national command 's lack of military support and political power as well as the fundamental weakness of an alliance with umran and amin al @-@ hafiz . the latter two had been engaged in an antagonistic rivalry over leadership of the military committee .","{'antagonist', 'dominance', 'confrontation', 'rivalry'}","{'overarching', 'de facto', 'rivalry', 'confrontation', 'parliament', 'alliance', 'fundamental', 'align', 'antagonistic', 'tensions'}",0.5,0.2,0.28571428571428575,"confrontation — a hostile or argumentative encounter, especially one involving conflict or competition.
rivalry — intense competitive feeling towards someone who is seen as equally talented or capable in the same field or activity.
antagonist — an opponent or adversary; a person whose interests are contrary to those of another.
rivalry — a state of open hostility or opposition between persons or groups pursuing the same objective.
rivalry — a contest or struggle for superiority, dominance, or supremacy."
"on 13 september 1862 constantine simonides , skilled in calligraphy and with a controversial background with manuscripts , made the claim in print in the guardian that he had written the codex himself as a young man in 1839 in the panteleimonos monastery at athos . constantin von tischendorf , who worked with numerous bible manuscripts , was known as somewhat flamboyant , and had ambitiously sought money from several royal families for his ventures , who had indeed funded his trips . simonides , whose name may be a synonym mocking tischendorf , had a somewhat obscure history , as he claimed he was at mt . athos in the years preceding tischendorf 's contact , making the claim at least plausible . simonides also claimed his father had died and the invitation to mt .",{'ambiguous'},"{'flamboyant', 'plausible', 'obscure', 'calligraphy', 'codex', 'ambitiously', 'invitation', 'mocking', 'preceding', 'synonym'}",0.0,0.0,0.0,"ambiguous — open to more than one interpretation or meaning, especially when vague or unclear.
Citation: ""Tischendorf"" (n.d.). Encyclopedia Britannica. Retrieved August 7, 2022 from https://www.britannica.com/biography/Constantinus-von-tischendorf."
"on 2 july karluk reached the bering sea in mist , fog and rapidly falling temperatures ; six days later she arrived at nome where she joined alaska and mary sachs . while the ships were being loaded in nome , some of the scientists pressed for a meeting with the leader to clarify plans , particularly with regard to the northern party whose schedule was vague . the meeting was unsatisfactory . stefansson 's attitude offended several of the men , some of whom threatened to leave the expedition . they had read press reports in which stefansson had apparently said that he expected karluk to be crushed , and that the lives of the staff were secondary to the scientific work .","{'unsatisfactory', 'scheduled', 'staff', 'mary sachs', 'anticipated'}","{'sachs', 'nome', 'vague', 'crushed', 'karluk', 'offended', 'staff', 'alaska', 'bering', 'expedition'}",0.2,0.1,0.13333333333333333,"staff — employees or assistants who work under the supervision of an employer or manager.
unsatisfactory — not good enough; failing to meet expectations.
scheduled — planned or arranged beforehand.
anticipated — expected or foreseen beforehand.
mary sachs — name of a ship, possibly referring to its title."
"on 2 october 1901 , falke was recommissioned for another tour abroad , this time to the americas . she was sent to reinforce the protected cruiser vineta due to unrest in the caribbean and south america . three days later , she departed neufahrwasser and crossed the atlantic , arriving in castries on saint lucia on 14 november . falke visited several ports in the area before joining the training ships moltke and stein and the light cruiser gazelle . falke was then ordered to steam up the amazon river ; she entered the amazon via the pará river on 7 march 1902 and reached manaus by 23 march .","{'unrest', 'recommended', 'discontent', 'reinforced'}","{'ordered', 'entered', 'training ships', 'unrest', 'neufahrwasser', 'departed', 'steamed up', 'reinforce', 'recommissioned', 'protected cruiser'}",0.25,0.1,0.14285714285714288,"recommended — suggested or approved for a particular purpose or action.
reinforced — strengthened or made more secure.
unrest — dissatisfaction, discontent, or turmoil among people."
"on 22 may 2013 , valor por tamaulipas released a video sent to the page by an alleged organized crime group . in the video , a man and a woman are interrogated by alleged drug traffickers and ask the administrator to close the page and reveal his true identity . the couple was presented as supposed family members of the administrator ; however , the he later indicated that they were not his family , and that the criminal organization had either confused them or simply targeted a random family to pressure to administrator to close the page . valor por tamaulipas responded by sending a message to the authorities in tamaulipas and blamed them for the death of a person who died of a cardiac arrest after the couple was kidnapped ; the administrator also accused the tamaulipas authorities of protecting los zetas drug cartel .","{'cartel', 'confusion', 'pressured', 'valuer', 'administrator'}","{'accused', 'cartel', 'interrogated', 'administrator', 'valor', 'tamaulipas', 'confused', 'supposed', 'alleged', 'traffickers'}",0.4,0.2,0.26666666666666666,"valuer — someone who values something, especially money or property.
cartel — an association of producers of particular goods in a given market, designed to maintain prices at a higher level than would be possible under free competition.
administrator — one who administers; a manager or supervisor.
pressured — forced or compelled to do something through persuasion or coercion.
confusion — lack of clarity or understanding about something."
"on 26 november , he scored a hat @-@ trick in a 5 – 0 win over st mirren . after scoring five goals in november , he won the spl player of the month award . on 15 december , hooper scored in celtic 's final europa league group game , a 1 – 1 draw against udinese which meant celtic finished third in the group and didn 't qualify for the knock @-@ out stages . during the january transfer window english championship league leaders southampton made several bids for hooper . however , they were rejected by celtic and hooper reiterated his desire to stay with the club .",{'qualifies'},"{'spl', 'knock-out stages', 'desire', 'europa league', 'club', 'bids', 'hat-trick', 'transfer window', 'draw', 'reiterated'}",0.0,0.0,0.0,qualifies — meets the requirements or standards necessary to be accepted or considered eligible.
"on 28 september 2000 , prof. dr. uwe heinrich released a study commissioned by john c. danforth , of the united states office of special counsel , to investigate the use of cs by the fbi at the branch davidians ' mount carmel compound . he concluded that the lethality of cs used would have been determined mainly by two factors : whether gas masks were used and whether the occupants were trapped in a room . he suggests that if no gas masks were used and the occupants were trapped , then , "" there is a distinct possibility that this kind of cs exposure can significantly contribute to or even cause lethal effects . ""","{'distinct', 'mount carmel compound', 'fbi', 'prof', 'occupants', 'cs'}","{'compound', 'commissioned', 'lethality', 'counsel', 'distinct', 'exposure', 'effects', 'contribute', 'trapped', 'possibility', 'lethal', 'occupants', 'concluded'}",0.3333333333333333,0.15384615384615385,0.21052631578947367,"distinct — clearly separate; different from others around it; unique or individualistic.
Cs — abbreviation for carbon disulfide, a chemical compound.
FBI — Federal Bureau of Investigation, an agency within the U.S. Department of Justice responsible for investigating federal crimes.
Mount Carmel Compound — a religious community located near Waco, Texas where the Branch Davidian group was based during the 1993 standoff between the FBI and its members.
Occupants — people who are present in a place or vehicle.
Prof"
